campaign_group_member_criteria_diplomatic_attitudes_tables	0
hostile	dlc09_diplomacy_Faction_SKV_Tretch_&_OtherFactionDarkElves_&_Negative
hostile	dlc09_diplomacy_Faction_SKV_Tretch_&_OtherFactionHighElves_&_Negative
hostile	dlc09_diplomacy_Faction_SKV_Tretch_&_OtherFactionLizardmen_&_Negative
hostile	dlc09_diplomacy_Faction_SKV_Tretch_&_OtherFactionSkaven_&_Negative
hostile	dlc09_diplomacy_Faction_SKV_Tretch_&_OtherFactionTombKings_&_Negative
hostile	dlc09_diplomacy_Faction_TMB_Arkhan_&_Negative
hostile	dlc09_diplomacy_Faction_TMB_Arkhan_&_OtherFactionBeastmen_&_Negative
friendly	dlc09_diplomacy_Faction_TMB_Arkhan_&_OtherFactionBeastmen_&_Positive
hostile	dlc09_diplomacy_Faction_TMB_Arkhan_&_OtherFactionBretonnia_&_Negative
friendly	dlc09_diplomacy_Faction_TMB_Arkhan_&_OtherFactionBretonnia_&_Positive
hostile	dlc09_diplomacy_Faction_TMB_Arkhan_&_OtherFactionChaos_&_Negative
friendly	dlc09_diplomacy_Faction_TMB_Arkhan_&_OtherFactionChaos_&_Positive
hostile	dlc09_diplomacy_Faction_TMB_Arkhan_&_OtherFactionDarkElves_&_Negative
friendly	dlc09_diplomacy_Faction_TMB_Arkhan_&_OtherFactionDarkElves_&_Positive
hostile	dlc09_diplomacy_Faction_TMB_Arkhan_&_OtherFactionDwarf_&_Negative
friendly	dlc09_diplomacy_Faction_TMB_Arkhan_&_OtherFactionDwarf_&_Positive
hostile	dlc09_diplomacy_Faction_TMB_Arkhan_&_OtherFactionEmpire_&_Negative
friendly	dlc09_diplomacy_Faction_TMB_Arkhan_&_OtherFactionEmpire_&_Positive
hostile	dlc09_diplomacy_Faction_TMB_Arkhan_&_OtherFactionGreenskin_&_Negative
friendly	dlc09_diplomacy_Faction_TMB_Arkhan_&_OtherFactionGreenskin_&_Positive
hostile	dlc09_diplomacy_Faction_TMB_Arkhan_&_OtherFactionHighElves_&_Negative
friendly	dlc09_diplomacy_Faction_TMB_Arkhan_&_OtherFactionHighElves_&_Positive
hostile	dlc09_diplomacy_Faction_TMB_Arkhan_&_OtherFactionLizardmen_&_Negative
friendly	dlc09_diplomacy_Faction_TMB_Arkhan_&_OtherFactionLizardmen_&_Positive
hostile	dlc09_diplomacy_Faction_TMB_Arkhan_&_OtherFactionSkaven_&_Negative
friendly	dlc09_diplomacy_Faction_TMB_Arkhan_&_OtherFactionSkaven_&_Positive
hostile	dlc09_diplomacy_Faction_TMB_Arkhan_&_OtherFactionTombKings_&_Negative
friendly	dlc09_diplomacy_Faction_TMB_Arkhan_&_OtherFactionTombKings_&_Positive
hostile	dlc09_diplomacy_Faction_TMB_Arkhan_&_OtherFactionVamp_&_Negative
friendly	dlc09_diplomacy_Faction_TMB_Arkhan_&_OtherFactionVamp_&_Positive
hostile	dlc09_diplomacy_Faction_TMB_Arkhan_&_OtherFactionWoodElves_&_Negative
friendly	dlc09_diplomacy_Faction_TMB_Arkhan_&_OtherFactionWoodElves_&_Positive
friendly	dlc09_diplomacy_Faction_TMB_Arkhan_&_Positive
hostile	dlc09_diplomacy_Faction_TMB_Khalida_&_Negative
hostile	dlc09_diplomacy_Faction_TMB_Khalida_&_OtherFactionBeastmen_&_Negative
friendly	dlc09_diplomacy_Faction_TMB_Khalida_&_OtherFactionBeastmen_&_Positive
hostile	dlc09_diplomacy_Faction_TMB_Khalida_&_OtherFactionBretonnia_&_Negative
friendly	dlc09_diplomacy_Faction_TMB_Khalida_&_OtherFactionBretonnia_&_Positive
hostile	dlc09_diplomacy_Faction_TMB_Khalida_&_OtherFactionChaos_&_Negative
friendly	dlc09_diplomacy_Faction_TMB_Khalida_&_OtherFactionChaos_&_Positive
hostile	dlc09_diplomacy_Faction_TMB_Khalida_&_OtherFactionDarkElves_&_Negative
friendly	dlc09_diplomacy_Faction_TMB_Khalida_&_OtherFactionDarkElves_&_Positive
hostile	dlc09_diplomacy_Faction_TMB_Khalida_&_OtherFactionDwarf_&_Negative
friendly	dlc09_diplomacy_Faction_TMB_Khalida_&_OtherFactionDwarf_&_Positive
hostile	dlc09_diplomacy_Faction_TMB_Khalida_&_OtherFactionEmpire_&_Negative
friendly	dlc09_diplomacy_Faction_TMB_Khalida_&_OtherFactionEmpire_&_Positive
hostile	dlc09_diplomacy_Faction_TMB_Khalida_&_OtherFactionGreenskin_&_Negative
friendly	dlc09_diplomacy_Faction_TMB_Khalida_&_OtherFactionGreenskin_&_Positive
hostile	dlc09_diplomacy_Faction_TMB_Khalida_&_OtherFactionHighElves_&_Negative
friendly	dlc09_diplomacy_Faction_TMB_Khalida_&_OtherFactionHighElves_&_Positive
hostile	dlc09_diplomacy_Faction_TMB_Khalida_&_OtherFactionLizardmen_&_Negative
friendly	dlc09_diplomacy_Faction_TMB_Khalida_&_OtherFactionLizardmen_&_Positive
hostile	dlc09_diplomacy_Faction_TMB_Khalida_&_OtherFactionSkaven_&_Negative
friendly	dlc09_diplomacy_Faction_TMB_Khalida_&_OtherFactionSkaven_&_Positive
hostile	dlc09_diplomacy_Faction_TMB_Khalida_&_OtherFactionTombKings_&_Negative
friendly	dlc09_diplomacy_Faction_TMB_Khalida_&_OtherFactionTombKings_&_Positive
hostile	dlc09_diplomacy_Faction_TMB_Khalida_&_OtherFactionVamp_&_Negative
friendly	dlc09_diplomacy_Faction_TMB_Khalida_&_OtherFactionVamp_&_Positive
hostile	dlc09_diplomacy_Faction_TMB_Khalida_&_OtherFactionWoodElves_&_Negative
friendly	dlc09_diplomacy_Faction_TMB_Khalida_&_OtherFactionWoodElves_&_Positive
friendly	dlc09_diplomacy_Faction_TMB_Khalida_&_Positive
hostile	dlc09_diplomacy_Faction_TMB_Khatep_&_Negative
hostile	dlc09_diplomacy_Faction_TMB_Khatep_&_OtherFactionBeastmen_&_Negative
friendly	dlc09_diplomacy_Faction_TMB_Khatep_&_OtherFactionBeastmen_&_Positive
hostile	dlc09_diplomacy_Faction_TMB_Khatep_&_OtherFactionBretonnia_&_Negative
friendly	dlc09_diplomacy_Faction_TMB_Khatep_&_OtherFactionBretonnia_&_Positive
hostile	dlc09_diplomacy_Faction_TMB_Khatep_&_OtherFactionChaos_&_Negative
friendly	dlc09_diplomacy_Faction_TMB_Khatep_&_OtherFactionChaos_&_Positive
hostile	dlc09_diplomacy_Faction_TMB_Khatep_&_OtherFactionDarkElves_&_Negative
friendly	dlc09_diplomacy_Faction_TMB_Khatep_&_OtherFactionDarkElves_&_Positive
hostile	dlc09_diplomacy_Faction_TMB_Khatep_&_OtherFactionDwarf_&_Negative
friendly	dlc09_diplomacy_Faction_TMB_Khatep_&_OtherFactionDwarf_&_Positive
hostile	dlc09_diplomacy_Faction_TMB_Khatep_&_OtherFactionEmpire_&_Negative
friendly	dlc09_diplomacy_Faction_TMB_Khatep_&_OtherFactionEmpire_&_Positive
hostile	dlc09_diplomacy_Faction_TMB_Khatep_&_OtherFactionGreenskin_&_Negative
friendly	dlc09_diplomacy_Faction_TMB_Khatep_&_OtherFactionGreenskin_&_Positive
hostile	dlc09_diplomacy_Faction_TMB_Khatep_&_OtherFactionHighElves_&_Negative
friendly	dlc09_diplomacy_Faction_TMB_Khatep_&_OtherFactionHighElves_&_Positive
hostile	dlc09_diplomacy_Faction_TMB_Khatep_&_OtherFactionLizardmen_&_Negative
friendly	dlc09_diplomacy_Faction_TMB_Khatep_&_OtherFactionLizardmen_&_Positive
hostile	dlc09_diplomacy_Faction_TMB_Khatep_&_OtherFactionSkaven_&_Negative
friendly	dlc09_diplomacy_Faction_TMB_Khatep_&_OtherFactionSkaven_&_Positive
hostile	dlc09_diplomacy_Faction_TMB_Khatep_&_OtherFactionTombKings_&_Negative
friendly	dlc09_diplomacy_Faction_TMB_Khatep_&_OtherFactionTombKings_&_Positive
hostile	dlc09_diplomacy_Faction_TMB_Khatep_&_OtherFactionVamp_&_Negative
friendly	dlc09_diplomacy_Faction_TMB_Khatep_&_OtherFactionVamp_&_Positive
hostile	dlc09_diplomacy_Faction_TMB_Khatep_&_OtherFactionWoodElves_&_Negative
friendly	dlc09_diplomacy_Faction_TMB_Khatep_&_OtherFactionWoodElves_&_Positive
friendly	dlc09_diplomacy_Faction_TMB_Khatep_&_Positive
hostile	dlc09_diplomacy_Faction_TMB_Numas_&_Negative
hostile	dlc09_diplomacy_Faction_TMB_Numas_&_OtherFactionBeastmen_&_Negative
friendly	dlc09_diplomacy_Faction_TMB_Numas_&_OtherFactionBeastmen_&_Positive
hostile	dlc09_diplomacy_Faction_TMB_Numas_&_OtherFactionBretonnia_&_Negative
friendly	dlc09_diplomacy_Faction_TMB_Numas_&_OtherFactionBretonnia_&_Positive
hostile	dlc09_diplomacy_Faction_TMB_Numas_&_OtherFactionChaos_&_Negative
friendly	dlc09_diplomacy_Faction_TMB_Numas_&_OtherFactionChaos_&_Positive
hostile	dlc09_diplomacy_Faction_TMB_Numas_&_OtherFactionDarkElves_&_Negative
friendly	dlc09_diplomacy_Faction_TMB_Numas_&_OtherFactionDarkElves_&_Positive
hostile	dlc09_diplomacy_Faction_TMB_Numas_&_OtherFactionDwarf_&_Negative
friendly	dlc09_diplomacy_Faction_TMB_Numas_&_OtherFactionDwarf_&_Positive
hostile	dlc09_diplomacy_Faction_TMB_Numas_&_OtherFactionEmpire_&_Negative
friendly	dlc09_diplomacy_Faction_TMB_Numas_&_OtherFactionEmpire_&_Positive
hostile	dlc09_diplomacy_Faction_TMB_Numas_&_OtherFactionGreenskin_&_Negative
friendly	dlc09_diplomacy_Faction_TMB_Numas_&_OtherFactionGreenskin_&_Positive
hostile	dlc09_diplomacy_Faction_TMB_Numas_&_OtherFactionHighElves_&_Negative
friendly	dlc09_diplomacy_Faction_TMB_Numas_&_OtherFactionHighElves_&_Positive
hostile	dlc09_diplomacy_Faction_TMB_Numas_&_OtherFactionLizardmen_&_Negative
friendly	dlc09_diplomacy_Faction_TMB_Numas_&_OtherFactionLizardmen_&_Positive
hostile	dlc09_diplomacy_Faction_TMB_Numas_&_OtherFactionSkaven_&_Negative
friendly	dlc09_diplomacy_Faction_TMB_Numas_&_OtherFactionSkaven_&_Positive
hostile	dlc09_diplomacy_Faction_TMB_Numas_&_OtherFactionTombKings_&_Negative
friendly	dlc09_diplomacy_Faction_TMB_Numas_&_OtherFactionTombKings_&_Positive
hostile	dlc09_diplomacy_Faction_TMB_Numas_&_OtherFactionVamp_&_Negative
friendly	dlc09_diplomacy_Faction_TMB_Numas_&_OtherFactionVamp_&_Positive
hostile	dlc09_diplomacy_Faction_TMB_Numas_&_OtherFactionWoodElves_&_Negative
friendly	dlc09_diplomacy_Faction_TMB_Numas_&_OtherFactionWoodElves_&_Positive
friendly	dlc09_diplomacy_Faction_TMB_Numas_&_Positive
hostile	dlc09_diplomacy_Faction_TMB_Settra_&_Negative
hostile	dlc09_diplomacy_Faction_TMB_Settra_&_OtherFactionBeastmen_&_Negative
friendly	dlc09_diplomacy_Faction_TMB_Settra_&_OtherFactionBeastmen_&_Positive
hostile	dlc09_diplomacy_Faction_TMB_Settra_&_OtherFactionBretonnia_&_Negative
friendly	dlc09_diplomacy_Faction_TMB_Settra_&_OtherFactionBretonnia_&_Positive
hostile	dlc09_diplomacy_Faction_TMB_Settra_&_OtherFactionChaos_&_Negative
friendly	dlc09_diplomacy_Faction_TMB_Settra_&_OtherFactionChaos_&_Positive
hostile	dlc09_diplomacy_Faction_TMB_Settra_&_OtherFactionDarkElves_&_Negative
friendly	dlc09_diplomacy_Faction_TMB_Settra_&_OtherFactionDarkElves_&_Positive
hostile	dlc09_diplomacy_Faction_TMB_Settra_&_OtherFactionDwarf_&_Negative
friendly	dlc09_diplomacy_Faction_TMB_Settra_&_OtherFactionDwarf_&_Positive
hostile	dlc09_diplomacy_Faction_TMB_Settra_&_OtherFactionEmpire_&_Negative
friendly	dlc09_diplomacy_Faction_TMB_Settra_&_OtherFactionEmpire_&_Positive
hostile	dlc09_diplomacy_Faction_TMB_Settra_&_OtherFactionGreenskin_&_Negative
friendly	dlc09_diplomacy_Faction_TMB_Settra_&_OtherFactionGreenskin_&_Positive
hostile	dlc09_diplomacy_Faction_TMB_Settra_&_OtherFactionHighElves_&_Negative
friendly	dlc09_diplomacy_Faction_TMB_Settra_&_OtherFactionHighElves_&_Positive
hostile	dlc09_diplomacy_Faction_TMB_Settra_&_OtherFactionLizardmen_&_Negative
friendly	dlc09_diplomacy_Faction_TMB_Settra_&_OtherFactionLizardmen_&_Positive
hostile	dlc09_diplomacy_Faction_TMB_Settra_&_OtherFactionSkaven_&_Negative
friendly	dlc09_diplomacy_Faction_TMB_Settra_&_OtherFactionSkaven_&_Positive
hostile	dlc09_diplomacy_Faction_TMB_Settra_&_OtherFactionTombKings_&_Negative
friendly	dlc09_diplomacy_Faction_TMB_Settra_&_OtherFactionTombKings_&_Positive
hostile	dlc09_diplomacy_Faction_TMB_Settra_&_OtherFactionVamp_&_Negative
friendly	dlc09_diplomacy_Faction_TMB_Settra_&_OtherFactionVamp_&_Positive
hostile	dlc09_diplomacy_Faction_TMB_Settra_&_OtherFactionWoodElves_&_Negative
friendly	dlc09_diplomacy_Faction_TMB_Settra_&_OtherFactionWoodElves_&_Positive
friendly	dlc09_diplomacy_Faction_TMB_Settra_&_Positive
hostile	dlc09_diplomacy_Subcult_TombKings_&_Negative
hostile	dlc09_diplomacy_Subcult_TombKings_&_OtherFactionBeastmen_&_Negative
friendly	dlc09_diplomacy_Subcult_TombKings_&_OtherFactionBeastmen_&_Positive
hostile	dlc09_diplomacy_Subcult_TombKings_&_OtherFactionBretonnia_&_Negative
friendly	dlc09_diplomacy_Subcult_TombKings_&_OtherFactionBretonnia_&_Positive
hostile	dlc09_diplomacy_Subcult_TombKings_&_OtherFactionChaos_&_Negative
friendly	dlc09_diplomacy_Subcult_TombKings_&_OtherFactionChaos_&_Positive
hostile	dlc09_diplomacy_Subcult_TombKings_&_OtherFactionDarkElves_&_Negative
friendly	dlc09_diplomacy_Subcult_TombKings_&_OtherFactionDarkElves_&_Positive
hostile	dlc09_diplomacy_Subcult_TombKings_&_OtherFactionDwarf_&_Negative
friendly	dlc09_diplomacy_Subcult_TombKings_&_OtherFactionDwarf_&_Positive
hostile	dlc09_diplomacy_Subcult_TombKings_&_OtherFactionEmpire_&_Negative
friendly	dlc09_diplomacy_Subcult_TombKings_&_OtherFactionEmpire_&_Positive
hostile	dlc09_diplomacy_Subcult_TombKings_&_OtherFactionGreenskin_&_Negative
friendly	dlc09_diplomacy_Subcult_TombKings_&_OtherFactionGreenskin_&_Positive
hostile	dlc09_diplomacy_Subcult_TombKings_&_OtherFactionHighElves_&_Negative
friendly	dlc09_diplomacy_Subcult_TombKings_&_OtherFactionHighElves_&_Positive
hostile	dlc09_diplomacy_Subcult_TombKings_&_OtherFactionLizardmen_&_Negative
friendly	dlc09_diplomacy_Subcult_TombKings_&_OtherFactionLizardmen_&_Positive
hostile	dlc09_diplomacy_Subcult_TombKings_&_OtherFactionSkaven_&_Negative
friendly	dlc09_diplomacy_Subcult_TombKings_&_OtherFactionSkaven_&_Positive
hostile	dlc09_diplomacy_Subcult_TombKings_&_OtherFactionTombKings_&_Negative
friendly	dlc09_diplomacy_Subcult_TombKings_&_OtherFactionTombKings_&_Positive
hostile	dlc09_diplomacy_Subcult_TombKings_&_OtherFactionVamp_&_Negative
friendly	dlc09_diplomacy_Subcult_TombKings_&_OtherFactionVamp_&_Positive
hostile	dlc09_diplomacy_Subcult_TombKings_&_OtherFactionWoodElves_&_Negative
friendly	dlc09_diplomacy_Subcult_TombKings_&_OtherFactionWoodElves_&_Positive
friendly	dlc09_diplomacy_Subcult_TombKings_&_Positive
hostile	dlc11_diplomacy_Faction_CST_Harkon_&_Negative
hostile	dlc11_diplomacy_Faction_CST_Harkon_&_OtherFactionBeastmen_&_Negative
friendly	dlc11_diplomacy_Faction_CST_Harkon_&_OtherFactionBeastmen_&_Positive
hostile	dlc11_diplomacy_Faction_CST_Harkon_&_OtherFactionBretonnia_&_Negative
friendly	dlc11_diplomacy_Faction_CST_Harkon_&_OtherFactionBretonnia_&_Positive
hostile	dlc11_diplomacy_Faction_CST_Harkon_&_OtherFactionChaos_&_Negative
friendly	dlc11_diplomacy_Faction_CST_Harkon_&_OtherFactionChaos_&_Positive
hostile	dlc11_diplomacy_Faction_CST_Harkon_&_OtherFactionDarkElves_&_Negative
friendly	dlc11_diplomacy_Faction_CST_Harkon_&_OtherFactionDarkElves_&_Positive
hostile	dlc11_diplomacy_Faction_CST_Harkon_&_OtherFactionDwarf_&_Negative
friendly	dlc11_diplomacy_Faction_CST_Harkon_&_OtherFactionDwarf_&_Positive
hostile	dlc11_diplomacy_Faction_CST_Harkon_&_OtherFactionEmpire_&_Negative
friendly	dlc11_diplomacy_Faction_CST_Harkon_&_OtherFactionEmpire_&_Positive
hostile	dlc11_diplomacy_Faction_CST_Harkon_&_OtherFactionGreenskin_&_Negative
friendly	dlc11_diplomacy_Faction_CST_Harkon_&_OtherFactionGreenskin_&_Positive
hostile	dlc11_diplomacy_Faction_CST_Harkon_&_OtherFactionHighElves_&_Negative
friendly	dlc11_diplomacy_Faction_CST_Harkon_&_OtherFactionHighElves_&_Positive
hostile	dlc11_diplomacy_Faction_CST_Harkon_&_OtherFactionLizardmen_&_Negative
friendly	dlc11_diplomacy_Faction_CST_Harkon_&_OtherFactionLizardmen_&_Positive
hostile	dlc11_diplomacy_Faction_CST_Harkon_&_OtherFactionSkaven_&_Negative
friendly	dlc11_diplomacy_Faction_CST_Harkon_&_OtherFactionSkaven_&_Positive
hostile	dlc11_diplomacy_Faction_CST_Harkon_&_OtherFactionTombKings_&_Negative
friendly	dlc11_diplomacy_Faction_CST_Harkon_&_OtherFactionTombKings_&_Positive
hostile	dlc11_diplomacy_Faction_CST_Harkon_&_OtherFactionVamp_&_Negative
friendly	dlc11_diplomacy_Faction_CST_Harkon_&_OtherFactionVamp_&_Positive
hostile	dlc11_diplomacy_Faction_CST_Harkon_&_OtherFactionVampireCoast_&_Negative
friendly	dlc11_diplomacy_Faction_CST_Harkon_&_OtherFactionVampireCoast_&_Positive
hostile	dlc11_diplomacy_Faction_CST_Harkon_&_OtherFactionWoodElves_&_Negative
friendly	dlc11_diplomacy_Faction_CST_Harkon_&_OtherFactionWoodElves_&_Positive
friendly	dlc11_diplomacy_Faction_CST_Harkon_&_Positive
hostile	dlc11_diplomacy_Faction_CST_Noctilus_&_Negative
hostile	dlc11_diplomacy_Faction_CST_Noctilus_&_OtherFactionBeastmen_&_Negative
friendly	dlc11_diplomacy_Faction_CST_Noctilus_&_OtherFactionBeastmen_&_Positive
hostile	dlc11_diplomacy_Faction_CST_Noctilus_&_OtherFactionBretonnia_&_Negative
friendly	dlc11_diplomacy_Faction_CST_Noctilus_&_OtherFactionBretonnia_&_Positive
hostile	dlc11_diplomacy_Faction_CST_Noctilus_&_OtherFactionChaos_&_Negative
friendly	dlc11_diplomacy_Faction_CST_Noctilus_&_OtherFactionChaos_&_Positive
hostile	dlc11_diplomacy_Faction_CST_Noctilus_&_OtherFactionDarkElves_&_Negative
friendly	dlc11_diplomacy_Faction_CST_Noctilus_&_OtherFactionDarkElves_&_Positive
hostile	dlc11_diplomacy_Faction_CST_Noctilus_&_OtherFactionDwarf_&_Negative
friendly	dlc11_diplomacy_Faction_CST_Noctilus_&_OtherFactionDwarf_&_Positive
hostile	dlc11_diplomacy_Faction_CST_Noctilus_&_OtherFactionEmpire_&_Negative
friendly	dlc11_diplomacy_Faction_CST_Noctilus_&_OtherFactionEmpire_&_Positive
hostile	dlc11_diplomacy_Faction_CST_Noctilus_&_OtherFactionGreenskin_&_Negative
friendly	dlc11_diplomacy_Faction_CST_Noctilus_&_OtherFactionGreenskin_&_Positive
hostile	dlc11_diplomacy_Faction_CST_Noctilus_&_OtherFactionHighElves_&_Negative
friendly	dlc11_diplomacy_Faction_CST_Noctilus_&_OtherFactionHighElves_&_Positive
hostile	dlc11_diplomacy_Faction_CST_Noctilus_&_OtherFactionLizardmen_&_Negative
friendly	dlc11_diplomacy_Faction_CST_Noctilus_&_OtherFactionLizardmen_&_Positive
hostile	dlc11_diplomacy_Faction_CST_Noctilus_&_OtherFactionSkaven_&_Negative
friendly	dlc11_diplomacy_Faction_CST_Noctilus_&_OtherFactionSkaven_&_Positive
hostile	dlc11_diplomacy_Faction_CST_Noctilus_&_OtherFactionTombKings_&_Negative
friendly	dlc11_diplomacy_Faction_CST_Noctilus_&_OtherFactionTombKings_&_Positive
hostile	dlc11_diplomacy_Faction_CST_Noctilus_&_OtherFactionVamp_&_Negative
friendly	dlc11_diplomacy_Faction_CST_Noctilus_&_OtherFactionVamp_&_Positive
hostile	dlc11_diplomacy_Faction_CST_Noctilus_&_OtherFactionVampireCoast_&_Negative
friendly	dlc11_diplomacy_Faction_CST_Noctilus_&_OtherFactionVampireCoast_&_Positive
hostile	dlc11_diplomacy_Faction_CST_Noctilus_&_OtherFactionWoodElves_&_Negative
friendly	dlc11_diplomacy_Faction_CST_Noctilus_&_OtherFactionWoodElves_&_Positive
friendly	dlc11_diplomacy_Faction_CST_Noctilus_&_Positive
hostile	dlc11_diplomacy_Faction_CST_REBELLION_Male_&_Negative
hostile	dlc11_diplomacy_Faction_CST_REBELLION_Male_&_OtherFactionDarkElves_&_Negative
hostile	dlc11_diplomacy_Faction_CST_REBELLION_Male_&_OtherFactionHighElves_&_Negative
hostile	dlc11_diplomacy_Faction_CST_REBELLION_Male_&_OtherFactionLizardmen_&_Negative
hostile	dlc11_diplomacy_Faction_CST_REBELLION_Male_&_OtherFactionSkaven_&_Negative
hostile	dlc11_diplomacy_Faction_CST_REBELLION_Male_&_OtherFactionTombKings_&_Negative
hostile	dlc11_diplomacy_Faction_CST_REBELLION_Male_&_OtherFactionVamp_&_Negative
hostile	dlc11_diplomacy_Faction_CST_REBELLION_Male_&_OtherFactionVampireCoast_&_Negative
hostile	dlc11_diplomacy_Faction_CST_VFA_Female_TheTerrorsOfTheDarkStraits_&_Negative
hostile	dlc11_diplomacy_Faction_CST_VFA_Female_TheTerrorsOfTheDarkStraits_&_OtherFactionDarkElves_&_Negative
hostile	dlc11_diplomacy_Faction_CST_VFA_Female_TheTerrorsOfTheDarkStraits_&_OtherFactionHighElves_&_Negative
hostile	dlc11_diplomacy_Faction_CST_VFA_Female_TheTerrorsOfTheDarkStraits_&_OtherFactionLizardmen_&_Negative
hostile	dlc11_diplomacy_Faction_CST_VFA_Female_TheTerrorsOfTheDarkStraits_&_OtherFactionSkaven_&_Negative
hostile	dlc11_diplomacy_Faction_CST_VFA_Female_TheTerrorsOfTheDarkStraits_&_OtherFactionTombKings_&_Negative
hostile	dlc11_diplomacy_Faction_CST_VFA_Female_TheTerrorsOfTheDarkStraits_&_OtherFactionVamp_&_Negative
hostile	dlc11_diplomacy_Faction_CST_VFA_Female_TheTerrorsOfTheDarkStraits_&_OtherFactionVampireCoast_&_Negative
hostile	dlc11_diplomacy_Faction_CST_VFA_Male_&_Negative
hostile	dlc11_diplomacy_Faction_CST_VFA_Male_&_OtherFactionDarkElves_&_Negative
hostile	dlc11_diplomacy_Faction_CST_VFA_Male_&_OtherFactionHighElves_&_Negative
hostile	dlc11_diplomacy_Faction_CST_VFA_Male_&_OtherFactionLizardmen_&_Negative
hostile	dlc11_diplomacy_Faction_CST_VFA_Male_&_OtherFactionSkaven_&_Negative
hostile	dlc11_diplomacy_Faction_CST_VFA_Male_&_OtherFactionTombKings_&_Negative
hostile	dlc11_diplomacy_Faction_CST_VFA_Male_&_OtherFactionVamp_&_Negative
hostile	dlc11_diplomacy_Faction_CST_VFA_Male_&_OtherFactionVampireCoast_&_Negative
hostile	wh2_dlc11_diplomacy_Faction_CST_Aranessa_&_Negative
hostile	wh2_dlc11_diplomacy_Faction_CST_Aranessa_&_OtherFactionBeastmen_&_Negative
friendly	wh2_dlc11_diplomacy_Faction_CST_Aranessa_&_OtherFactionBeastmen_&_Positive
hostile	wh2_dlc11_diplomacy_Faction_CST_Aranessa_&_OtherFactionBretonnia_&_Negative
friendly	wh2_dlc11_diplomacy_Faction_CST_Aranessa_&_OtherFactionBretonnia_&_Positive
hostile	wh2_dlc11_diplomacy_Faction_CST_Aranessa_&_OtherFactionChaos_&_Negative
friendly	wh2_dlc11_diplomacy_Faction_CST_Aranessa_&_OtherFactionChaos_&_Positive
hostile	wh2_dlc11_diplomacy_Faction_CST_Aranessa_&_OtherFactionDarkElves_&_Negative
friendly	wh2_dlc11_diplomacy_Faction_CST_Aranessa_&_OtherFactionDarkElves_&_Positive
hostile	wh2_dlc11_diplomacy_Faction_CST_Aranessa_&_OtherFactionDwarf_&_Negative
friendly	wh2_dlc11_diplomacy_Faction_CST_Aranessa_&_OtherFactionDwarf_&_Positive
hostile	wh2_dlc11_diplomacy_Faction_CST_Aranessa_&_OtherFactionEmpire_&_Negative
friendly	wh2_dlc11_diplomacy_Faction_CST_Aranessa_&_OtherFactionEmpire_&_Positive
hostile	wh2_dlc11_diplomacy_Faction_CST_Aranessa_&_OtherFactionGreenskin_&_Negative
friendly	wh2_dlc11_diplomacy_Faction_CST_Aranessa_&_OtherFactionGreenskin_&_Positive
hostile	wh2_dlc11_diplomacy_Faction_CST_Aranessa_&_OtherFactionHighElves_&_Negative
friendly	wh2_dlc11_diplomacy_Faction_CST_Aranessa_&_OtherFactionHighElves_&_Positive
hostile	wh2_dlc11_diplomacy_Faction_CST_Aranessa_&_OtherFactionLizardmen_&_Negative
friendly	wh2_dlc11_diplomacy_Faction_CST_Aranessa_&_OtherFactionLizardmen_&_Positive
hostile	wh2_dlc11_diplomacy_Faction_CST_Aranessa_&_OtherFactionSkaven_&_Negative
