campaign_settlement_display_building_ids_tables	3
wh_main_grn_dwf_outpostnorsca_ruin_major	wh_main_grn_dwf_outpostnorsca_ruin_major	wh_main_building_human_ruin
wh_main_grn_dwf_outpostnorsca_ruin_major_coast	wh_main_grn_dwf_outpostnorsca_ruin_major_coast	wh_main_building_human_ruin
wh_main_grn_dwf_outpostnorsca_ruin_minor	wh_main_grn_dwf_outpostnorsca_ruin_minor	wh_main_building_human_ruin
wh_main_grn_dwf_outpostnorsca_ruin_minor_coast	wh_main_grn_dwf_outpostnorsca_ruin_minor_coast	wh_main_building_human_ruin
wh_main_grn_dwf_settlement_ruin_major	wh_main_grn_dwf_settlement_ruin_major	wh_main_building_human_ruin
wh_main_grn_dwf_settlement_ruin_major_coast	wh_main_grn_dwf_settlement_ruin_major_coast	wh_main_building_human_ruin
wh_main_grn_dwf_settlement_ruin_minor	wh_main_grn_dwf_settlement_ruin_minor	wh_main_building_human_ruin
wh_main_grn_dwf_settlement_ruin_minor_coast	wh_main_grn_dwf_settlement_ruin_minor_coast	wh_main_building_human_ruin
wh_main_grn_outpostnorsca_major_1_coast_skarsnik	wh_main_grn_outpostnorsca_major_1_coast_skarsnik	wh_main_building_grn_settlement_major_1
wh_main_grn_outpostnorsca_major_1_coast_wurrzag	wh_main_grn_outpostnorsca_major_1_coast_wurrzag	wh_main_building_grn_settlement_major_1
wh_main_grn_outpostnorsca_major_1_skarsnik	wh_main_grn_outpostnorsca_major_1_skarsnik	wh_main_building_grn_settlement_major_1
wh_main_grn_outpostnorsca_major_1_wurrzag	wh_main_grn_outpostnorsca_major_1_wurrzag	wh_main_building_grn_settlement_major_1
wh_main_grn_outpostnorsca_major_2_coast_skarsnik	wh_main_grn_outpostnorsca_major_2_coast_skarsnik	wh_main_building_grn_settlement_major_2
wh_main_grn_outpostnorsca_major_2_coast_wurrzag	wh_main_grn_outpostnorsca_major_2_coast_wurrzag	wh_main_building_grn_settlement_major_2
wh_main_grn_outpostnorsca_major_2_skarsnik	wh_main_grn_outpostnorsca_major_2_skarsnik	wh_main_building_grn_settlement_major_2
wh_main_grn_outpostnorsca_major_2_wurrzag	wh_main_grn_outpostnorsca_major_2_wurrzag	wh_main_building_grn_settlement_major_2
wh_main_grn_outpostnorsca_major_3_coast_skarsnik	wh_main_grn_outpostnorsca_major_3_coast_skarsnik	wh_main_building_grn_settlement_major_3
wh_main_grn_outpostnorsca_major_3_coast_wurrzag	wh_main_grn_outpostnorsca_major_3_coast_wurrzag	wh_main_building_grn_settlement_major_3
wh_main_grn_outpostnorsca_major_3_skarsnik	wh_main_grn_outpostnorsca_major_3_skarsnik	wh_main_building_grn_settlement_major_3
wh_main_grn_outpostnorsca_major_3_wurrzag	wh_main_grn_outpostnorsca_major_3_wurrzag	wh_main_building_grn_settlement_major_3
wh_main_grn_outpostnorsca_major_4_coast_skarsnik	wh_main_grn_outpostnorsca_major_4_coast_skarsnik	wh_main_building_grn_settlement_major_4
wh_main_grn_outpostnorsca_major_4_coast_wurrzag	wh_main_grn_outpostnorsca_major_4_coast_wurrzag	wh_main_building_grn_settlement_major_4
wh_main_grn_outpostnorsca_major_4_skarsnik	wh_main_grn_outpostnorsca_major_4_skarsnik	wh_main_building_grn_settlement_major_4
wh_main_grn_outpostnorsca_major_4_wurrzag	wh_main_grn_outpostnorsca_major_4_wurrzag	wh_main_building_grn_settlement_major_4
wh_main_grn_outpostnorsca_major_5_coast_skarsnik	wh_main_grn_outpostnorsca_major_5_coast_skarsnik	wh_main_building_grn_settlement_major_5
wh_main_grn_outpostnorsca_major_5_coast_wurrzag	wh_main_grn_outpostnorsca_major_5_coast_wurrzag	wh_main_building_grn_settlement_major_5
wh_main_grn_outpostnorsca_major_5_skarsnik	wh_main_grn_outpostnorsca_major_5_skarsnik	wh_main_building_grn_settlement_major_5
wh_main_grn_outpostnorsca_major_5_wurrzag	wh_main_grn_outpostnorsca_major_5_wurrzag	wh_main_building_grn_settlement_major_5
wh_main_grn_outpostnorsca_minor_1_coast_skarsnik	wh_main_grn_outpostnorsca_minor_1_coast_skarsnik	wh_main_building_grn_settlement_minor_1
wh_main_grn_outpostnorsca_minor_1_coast_wurrzag	wh_main_grn_outpostnorsca_minor_1_coast_wurrzag	wh_main_building_grn_settlement_minor_1
wh_main_grn_outpostnorsca_minor_1_skarsnik	wh_main_grn_outpostnorsca_minor_1_skarsnik	wh_main_building_grn_settlement_minor_1
wh_main_grn_outpostnorsca_minor_1_wurrzag	wh_main_grn_outpostnorsca_minor_1_wurrzag	wh_main_building_grn_settlement_minor_1
wh_main_grn_outpostnorsca_minor_2_coast_skarsnik	wh_main_grn_outpostnorsca_minor_2_coast_skarsnik	wh_main_building_grn_settlement_minor_2
wh_main_grn_outpostnorsca_minor_2_coast_wurrzag	wh_main_grn_outpostnorsca_minor_2_coast_wurrzag	wh_main_building_grn_settlement_minor_2
wh_main_grn_outpostnorsca_minor_2_skarsnik	wh_main_grn_outpostnorsca_minor_2_skarsnik	wh_main_building_grn_settlement_minor_2
wh_main_grn_outpostnorsca_minor_2_wurrzag	wh_main_grn_outpostnorsca_minor_2_wurrzag	wh_main_building_grn_settlement_minor_2
wh_main_grn_outpostnorsca_minor_3_coast_skarsnik	wh_main_grn_outpostnorsca_minor_3_coast_skarsnik	wh_main_building_grn_settlement_minor_3
wh_main_grn_outpostnorsca_minor_3_coast_wurrzag	wh_main_grn_outpostnorsca_minor_3_coast_wurrzag	wh_main_building_grn_settlement_minor_3
wh_main_grn_outpostnorsca_minor_3_skarsnik	wh_main_grn_outpostnorsca_minor_3_skarsnik	wh_main_building_grn_settlement_minor_3
wh_main_grn_outpostnorsca_minor_3_wurrzag	wh_main_grn_outpostnorsca_minor_3_wurrzag	wh_main_building_grn_settlement_minor_3
wh_main_grn_outpostnorsca_ruin_major	wh_main_grn_outpostnorsca_ruin_major	wh_main_building_human_ruin
wh_main_grn_outpostnorsca_ruin_major_coast	wh_main_grn_outpostnorsca_ruin_major_coast	wh_main_building_human_ruin
wh_main_grn_outpostnorsca_ruin_major_coast_skarsnik	wh_main_grn_outpostnorsca_ruin_major_coast_skarsnik	wh_main_building_human_ruin
wh_main_grn_outpostnorsca_ruin_major_coast_wurrzag	wh_main_grn_outpostnorsca_ruin_major_coast_wurrzag	wh_main_building_human_ruin
wh_main_grn_outpostnorsca_ruin_major_skarsnik	wh_main_grn_outpostnorsca_ruin_major_skarsnik	wh_main_building_human_ruin
wh_main_grn_outpostnorsca_ruin_major_wurrzag	wh_main_grn_outpostnorsca_ruin_major_wurrzag	wh_main_building_human_ruin
wh_main_grn_outpostnorsca_ruin_minor	wh_main_grn_outpostnorsca_ruin_minor	wh_main_building_human_ruin
wh_main_grn_outpostnorsca_ruin_minor_coast	wh_main_grn_outpostnorsca_ruin_minor_coast	wh_main_building_human_ruin
wh_main_grn_outpostnorsca_ruin_minor_coast_skarsnik	wh_main_grn_outpostnorsca_ruin_minor_coast_skarsnik	wh_main_building_human_ruin
wh_main_grn_outpostnorsca_ruin_minor_coast_wurrzag	wh_main_grn_outpostnorsca_ruin_minor_coast_wurrzag	wh_main_building_human_ruin
wh_main_grn_outpostnorsca_ruin_minor_skarsnik	wh_main_grn_outpostnorsca_ruin_minor_skarsnik	wh_main_building_human_ruin
wh_main_grn_outpostnorsca_ruin_minor_wurrzag	wh_main_grn_outpostnorsca_ruin_minor_wurrzag	wh_main_building_human_ruin
	wh_main_grn_rocklobba	wh_main_building_grn_rocklobba
wh_main_grn_settlement_major_1_coast_skarsnik	wh_main_grn_settlement_major_1_coast_skarsnik	wh_main_building_grn_settlement_major_1
wh_main_grn_settlement_major_1_coast_wurrzag	wh_main_grn_settlement_major_1_coast_wurrzag	wh_main_building_grn_settlement_major_1
wh_main_grn_settlement_major_1_skarsnik	wh_main_grn_settlement_major_1_skarsnik	wh_main_building_grn_settlement_major_1
wh_main_grn_settlement_major_1_wurrzag	wh_main_grn_settlement_major_1_wurrzag	wh_main_building_grn_settlement_major_1
wh_main_grn_settlement_major_2_coast_skarsnik	wh_main_grn_settlement_major_2_coast_skarsnik	wh_main_building_grn_settlement_major_2
wh_main_grn_settlement_major_2_coast_wurrzag	wh_main_grn_settlement_major_2_coast_wurrzag	wh_main_building_grn_settlement_major_2
wh_main_grn_settlement_major_2_skarsnik	wh_main_grn_settlement_major_2_skarsnik	wh_main_building_grn_settlement_major_2
wh_main_grn_settlement_major_2_wurrzag	wh_main_grn_settlement_major_2_wurrzag	wh_main_building_grn_settlement_major_2
wh_main_grn_settlement_major_3_coast_skarsnik	wh_main_grn_settlement_major_3_coast_skarsnik	wh_main_building_grn_settlement_major_3
wh_main_grn_settlement_major_3_coast_wurrzag	wh_main_grn_settlement_major_3_coast_wurrzag	wh_main_building_grn_settlement_major_3
wh_main_grn_settlement_major_3_skarsnik	wh_main_grn_settlement_major_3_skarsnik	wh_main_building_grn_settlement_major_3
wh_main_grn_settlement_major_3_wurrzag	wh_main_grn_settlement_major_3_wurrzag	wh_main_building_grn_settlement_major_3
wh_main_grn_settlement_major_4_coast_skarsnik	wh_main_grn_settlement_major_4_coast_skarsnik	wh_main_building_grn_settlement_major_4
wh_main_grn_settlement_major_4_coast_wurrzag	wh_main_grn_settlement_major_4_coast_wurrzag	wh_main_building_grn_settlement_major_4
wh_main_grn_settlement_major_4_skarsnik	wh_main_grn_settlement_major_4_skarsnik	wh_main_building_grn_settlement_major_4
wh_main_grn_settlement_major_4_wurrzag	wh_main_grn_settlement_major_4_wurrzag	wh_main_building_grn_settlement_major_4
wh_main_grn_settlement_major_5_coast_skarsnik	wh_main_grn_settlement_major_5_coast_skarsnik	wh_main_building_grn_settlement_major_5
wh_main_grn_settlement_major_5_coast_wurrzag	wh_main_grn_settlement_major_5_coast_wurrzag	wh_main_building_grn_settlement_major_5
wh_main_grn_settlement_major_5_skarsnik	wh_main_grn_settlement_major_5_skarsnik	wh_main_building_grn_settlement_major_5
wh_main_grn_settlement_major_5_wurrzag	wh_main_grn_settlement_major_5_wurrzag	wh_main_building_grn_settlement_major_5
wh_main_grn_settlement_minor_1_coast_skarsnik	wh_main_grn_settlement_minor_1_coast_skarsnik	wh_main_building_grn_settlement_minor_1
wh_main_grn_settlement_minor_1_coast_wurrzag	wh_main_grn_settlement_minor_1_coast_wurrzag	wh_main_building_grn_settlement_minor_1
wh_main_grn_settlement_minor_1_skarsnik	wh_main_grn_settlement_minor_1_skarsnik	wh_main_building_grn_settlement_minor_1
wh_main_grn_settlement_minor_1_wurrzag	wh_main_grn_settlement_minor_1_wurrzag	wh_main_building_grn_settlement_minor_1
wh_main_grn_settlement_minor_2_coast_skarsnik	wh_main_grn_settlement_minor_2_coast_skarsnik	wh_main_building_grn_settlement_minor_2
wh_main_grn_settlement_minor_2_coast_wurrzag	wh_main_grn_settlement_minor_2_coast_wurrzag	wh_main_building_grn_settlement_minor_2
wh_main_grn_settlement_minor_2_skarsnik	wh_main_grn_settlement_minor_2_skarsnik	wh_main_building_grn_settlement_minor_2
wh_main_grn_settlement_minor_2_wurrzag	wh_main_grn_settlement_minor_2_wurrzag	wh_main_building_grn_settlement_minor_2
wh_main_grn_settlement_minor_3_coast_skarsnik	wh_main_grn_settlement_minor_3_coast_skarsnik	wh_main_building_grn_settlement_minor_3
wh_main_grn_settlement_minor_3_coast_wurrzag	wh_main_grn_settlement_minor_3_coast_wurrzag	wh_main_building_grn_settlement_minor_3
wh_main_grn_settlement_minor_3_skarsnik	wh_main_grn_settlement_minor_3_skarsnik	wh_main_building_grn_settlement_minor_3
wh_main_grn_settlement_minor_3_wurrzag	wh_main_grn_settlement_minor_3_wurrzag	wh_main_building_grn_settlement_minor_3
wh_main_grn_settlement_ruin_major	wh_main_grn_settlement_ruin_major	wh_main_building_human_ruin
wh_main_grn_settlement_ruin_major_coast	wh_main_grn_settlement_ruin_major_coast	wh_main_building_human_ruin
wh_main_grn_settlement_ruin_major_coast_skarsnik	wh_main_grn_settlement_ruin_major_coast_skarsnik	wh_main_building_human_ruin
wh_main_grn_settlement_ruin_major_coast_wurrzag	wh_main_grn_settlement_ruin_major_coast_wurrzag	wh_main_building_human_ruin
wh_main_grn_settlement_ruin_major_skarsnik	wh_main_grn_settlement_ruin_major_skarsnik	wh_main_building_human_ruin
wh_main_grn_settlement_ruin_major_wurrzag	wh_main_grn_settlement_ruin_major_wurrzag	wh_main_building_human_ruin
wh_main_grn_settlement_ruin_minor	wh_main_grn_settlement_ruin_minor	wh_main_building_human_ruin
wh_main_grn_settlement_ruin_minor_coast	wh_main_grn_settlement_ruin_minor_coast	wh_main_building_human_ruin
wh_main_grn_settlement_ruin_minor_coast_skarsnik	wh_main_grn_settlement_ruin_minor_coast_skarsnik	wh_main_building_human_ruin
wh_main_grn_settlement_ruin_minor_coast_wurrzag	wh_main_grn_settlement_ruin_minor_coast_wurrzag	wh_main_building_human_ruin
wh_main_grn_settlement_ruin_minor_skarsnik	wh_main_grn_settlement_ruin_minor_skarsnik	wh_main_building_human_ruin
wh_main_grn_settlement_ruin_minor_wurrzag	wh_main_grn_settlement_ruin_minor_wurrzag	wh_main_building_human_ruin
	wh_main_grn_stakes	wh_main_building_grn_stakes
	wh_main_grn_structure_1	wh_main_building_grn_structure_1
	wh_main_grn_structure_2	wh_main_building_grn_structure_2
	wh_main_grn_totem	wh_main_building_grn_totem
	wh_main_grn_tower_1	wh_main_building_grn_tower_1
	wh_main_grn_tower_2	wh_main_building_grn_tower_2
wh_main_horde_chaos_settlement_1	wh_main_horde_chaos_settlement_1	wh_main_building_chs_horde_settlement_1
wh_main_horde_chaos_settlement_2	wh_main_horde_chaos_settlement_2	wh_main_building_chs_horde_settlement_2
wh_main_horde_chaos_settlement_3	wh_main_horde_chaos_settlement_3	wh_main_building_chs_horde_settlement_3
wh_main_horde_chaos_settlement_4	wh_main_horde_chaos_settlement_4	wh_main_building_chs_horde_settlement_4
wh_main_horde_chaos_settlement_5	wh_main_horde_chaos_settlement_5	wh_main_building_chs_horde_settlement_5
wh_main_horde_savage_settlement_1	wh_main_horde_savage_orcs_settlement_1	wh_main_building_grn_horde_settlement_1
wh_main_horde_savage_settlement_2	wh_main_horde_savage_orcs_settlement_2	wh_main_building_grn_horde_settlement_1
wh_main_horde_savage_settlement_3	wh_main_horde_savage_orcs_settlement_3	wh_main_building_grn_horde_settlement_1
wh_main_nor_outpost_major_human_1	wh_main_nor_outpost_major_human_1	wh_main_building_nor_settlement_minor_1
wh_main_nor_outpost_major_human_1_coast	wh_main_nor_outpost_major_human_1_coast	wh_main_building_nor_settlement_minor_1
wh_main_nor_outpost_major_human_2	wh_main_nor_outpost_major_human_2	wh_main_building_nor_settlement_minor_2
wh_main_nor_outpost_major_human_2_coast	wh_main_nor_outpost_major_human_2_coast	wh_main_building_nor_settlement_minor_2
wh_main_nor_outpost_major_human_3	wh_main_nor_outpost_major_human_3	wh_main_building_nor_settlement_minor_3
wh_main_nor_outpost_major_human_3_coast	wh_main_nor_outpost_major_human_3_coast	wh_main_building_nor_settlement_minor_3
wh_main_nor_outpost_major_human_ruin	wh_main_nor_outpost_major_human_ruin	wh_main_building_human_ruin
wh_main_nor_outpost_major_human_ruin_coast	wh_main_nor_outpost_major_human_ruin_coast	wh_main_building_human_ruin
wh_main_nor_outpost_minor_human_1	wh_main_nor_outpost_minor_human_1	wh_main_building_nor_settlement_minor_1
wh_main_nor_outpost_minor_human_1_coast	wh_main_nor_outpost_minor_human_1_coast	wh_main_building_nor_settlement_minor_1
wh_main_nor_outpost_minor_human_2	wh_main_nor_outpost_minor_human_2	wh_main_building_nor_settlement_minor_2
wh_main_nor_outpost_minor_human_2_coast	wh_main_nor_outpost_minor_human_2_coast	wh_main_building_nor_settlement_minor_2
wh_main_nor_outpost_minor_human_3	wh_main_nor_outpost_minor_human_3	wh_main_building_nor_settlement_minor_3
wh_main_nor_outpost_minor_human_3_coast	wh_main_nor_outpost_minor_human_3_coast	wh_main_building_nor_settlement_minor_3
wh_main_nor_outpost_minor_human_ruin	wh_main_nor_outpost_minor_human_ruin	wh_main_building_human_ruin
wh_main_nor_outpost_minor_human_ruin_coast	wh_main_nor_outpost_minor_human_ruin_coast	wh_main_building_human_ruin
wh_main_nor_settlement_major_1	wh_main_nor_settlement_major_1	wh_main_building_nor_settlement_minor_1
wh_main_nor_settlement_major_1_coast	wh_main_nor_settlement_major_1_coast	wh_main_building_nor_settlement_minor_1
wh_main_nor_settlement_major_2	wh_main_nor_settlement_major_2	wh_main_building_nor_settlement_minor_2
wh_main_nor_settlement_major_2_coast	wh_main_nor_settlement_major_2_coast	wh_main_building_nor_settlement_minor_2
wh_main_nor_settlement_major_3	wh_main_nor_settlement_major_3	wh_main_building_nor_settlement_minor_3
wh_main_nor_settlement_major_3_coast	wh_main_nor_settlement_major_3_coast	wh_main_building_nor_settlement_minor_3
wh_main_nor_settlement_major_4	wh_main_nor_settlement_major_4	wh_main_building_nor_settlement_minor_3
wh_main_nor_settlement_major_4_coast	wh_main_nor_settlement_major_4_coast	wh_main_building_nor_settlement_minor_3
wh_main_nor_settlement_major_5	wh_main_nor_settlement_major_5	wh_main_building_nor_settlement_minor_3
wh_main_nor_settlement_major_5_coast	wh_main_nor_settlement_major_5_coast	wh_main_building_nor_settlement_minor_3
wh_main_nor_settlement_major_coast_ruin	wh_main_nor_settlement_major_coast_ruin	wh_main_building_human_ruin
wh_main_nor_settlement_major_ruin	wh_main_nor_settlement_major_ruin	wh_main_building_human_ruin
wh_main_nor_settlement_minor_1	wh_main_nor_settlement_minor_1	wh_main_building_nor_settlement_minor_1
wh_main_nor_settlement_minor_1_coast	wh_main_nor_settlement_minor_1_coast	wh_main_building_nor_settlement_minor_1
wh_main_nor_settlement_minor_2	wh_main_nor_settlement_minor_2	wh_main_building_nor_settlement_minor_2
wh_main_nor_settlement_minor_2_coast	wh_main_nor_settlement_minor_2_coast	wh_main_building_nor_settlement_minor_2
wh_main_nor_settlement_minor_3	wh_main_nor_settlement_minor_3	wh_main_building_nor_settlement_minor_3
wh_main_nor_settlement_minor_3_coast	wh_main_nor_settlement_minor_3_coast	wh_main_building_nor_settlement_minor_3
wh_main_nor_settlement_minor_coast_ruin	wh_main_nor_settlement_minor_coast_ruin	wh_main_building_human_ruin
wh_main_oak_of_ages_norscaruin_khorne	wh_main_oak_of_ages_norscaruin_khorne	wh_dlc08_god_ruin_khorne
wh_main_oak_of_ages_norscaruin_nurgle	wh_main_oak_of_ages_norscaruin_nurgle	wh_dlc08_god_ruin_nurgle
wh_main_oak_of_ages_norscaruin_slaanesh	wh_main_oak_of_ages_norscaruin_slaanesh	wh_dlc08_god_ruin_slaanesh
wh_main_oak_of_ages_norscaruin_tzeentch	wh_main_oak_of_ages_norscaruin_tzeentch	wh_dlc08_god_ruin_tzeentch
wh_main_grn_outpostnorsca_major_1	wh_main_orc_outpostnorsca_major_1	wh_main_building_grn_settlement_major_1
wh_main_grn_outpostnorsca_major_1_coast	wh_main_orc_outpostnorsca_major_1_coast	wh_main_building_grn_settlement_major_1
wh_main_grn_outpostnorsca_major_2	wh_main_orc_outpostnorsca_major_2	wh_main_building_grn_settlement_major_2
wh_main_grn_outpostnorsca_major_2_coast	wh_main_orc_outpostnorsca_major_2_coast	wh_main_building_grn_settlement_major_2
wh_main_grn_outpostnorsca_major_3	wh_main_orc_outpostnorsca_major_3	wh_main_building_grn_settlement_major_3
wh_main_grn_outpostnorsca_major_3_coast	wh_main_orc_outpostnorsca_major_3_coast	wh_main_building_grn_settlement_major_3
wh_main_grn_outpostnorsca_major_4	wh_main_orc_outpostnorsca_major_4	wh_main_building_grn_settlement_major_4
wh_main_grn_outpostnorsca_major_4_coast	wh_main_orc_outpostnorsca_major_4_coast	wh_main_building_grn_settlement_major_4
wh_main_grn_outpostnorsca_major_5	wh_main_orc_outpostnorsca_major_5	wh_main_building_grn_settlement_major_5
wh_main_grn_outpostnorsca_major_5_coast	wh_main_orc_outpostnorsca_major_5_coast	wh_main_building_grn_settlement_major_5
wh_main_grn_outpostnorsca_minor_1	wh_main_orc_outpostnorsca_minor_1	wh_main_building_grn_settlement_minor_1
wh_main_grn_outpostnorsca_minor_1_coast	wh_main_orc_outpostnorsca_minor_1_coast	wh_main_building_grn_settlement_minor_1
wh_main_grn_outpostnorsca_minor_2	wh_main_orc_outpostnorsca_minor_2	wh_main_building_grn_settlement_minor_2
wh_main_grn_outpostnorsca_minor_2_coast	wh_main_orc_outpostnorsca_minor_2_coast	wh_main_building_grn_settlement_minor_2
wh_main_grn_outpostnorsca_minor_3	wh_main_orc_outpostnorsca_minor_3	wh_main_building_grn_settlement_minor_3
wh_main_grn_outpostnorsca_minor_3_coast	wh_main_orc_outpostnorsca_minor_3_coast	wh_main_building_grn_settlement_minor_3
wh_main_grn_settlement_major_1	wh_main_orc_settlement_major_1	wh_main_building_grn_settlement_major_1
wh_main_grn_settlement_major_1_coast	wh_main_orc_settlement_major_1_coast	wh_main_building_grn_settlement_major_1
wh_main_grn_settlement_major_2	wh_main_orc_settlement_major_2	wh_main_building_grn_settlement_major_2
wh_main_grn_settlement_major_2_coast	wh_main_orc_settlement_major_2_coast	wh_main_building_grn_settlement_major_2
wh_main_grn_settlement_major_3	wh_main_orc_settlement_major_3	wh_main_building_grn_settlement_major_3
wh_main_grn_settlement_major_3_coast	wh_main_orc_settlement_major_3_coast	wh_main_building_grn_settlement_major_3
wh_main_grn_settlement_major_4	wh_main_orc_settlement_major_4	wh_main_building_grn_settlement_major_4
wh_main_grn_settlement_major_4_coast	wh_main_orc_settlement_major_4_coast	wh_main_building_grn_settlement_major_4
wh_main_grn_settlement_major_5	wh_main_orc_settlement_major_5	wh_main_building_grn_settlement_major_5
wh_main_grn_settlement_major_5_coast	wh_main_orc_settlement_major_5_coast	wh_main_building_grn_settlement_major_5
wh_main_grn_settlement_minor_1	wh_main_orc_settlement_minor_1	wh_main_building_grn_settlement_minor_1
